pokemon,habilidades
Igglybuff,"Cute Charm,Competitive,Friend Guard","The ranges shown on the right are for a level 100 Pokémon. Maximum values are based on a beneficial nature, 252 EVs, 31 IVs; minimum values are based on a hindering nature, 0 EVs, 0 IVs., learns the following moves in Pokémon Scarlet & Violet at the levels specified., learns the following moves via breeding or picnics in Pokémon Scarlet & Violet. Details and compatible parents can be found on the , page., learns the following moves in Pokémon Brilliant Diamond & Shining Pearl at the levels specified., learns the following moves via breeding in Pokémon Brilliant Diamond & Shining Pearl. Details and compatible parents can be found on the , page."
Cleffa,"Cute Charm,Magic Guard,Friend Guard","The ranges shown on the right are for a level 100 Pokémon. Maximum values are based on a beneficial nature, 252 EVs, 31 IVs; minimum values are based on a hindering nature, 0 EVs, 0 IVs., learns the following moves in Pokémon Scarlet & Violet at the levels specified., learns the following moves via breeding or picnics in Pokémon Scarlet & Violet. Details and compatible parents can be found on the , page., learns the following moves in Pokémon Legends: Arceus at the levels specified."
Pichu,"Static,Lightning Rod","The ranges shown on the right are for a level 100 Pokémon. Maximum values are based on a beneficial nature, 252 EVs, 31 IVs; minimum values are based on a hindering nature, 0 EVs, 0 IVs., learns the following moves in Pokémon Scarlet & Violet at the levels specified., learns the following moves via breeding or picnics in Pokémon Scarlet & Violet. Details and compatible parents can be found on the , page., learns the following moves in Pokémon Legends: Arceus at the levels specified."
Lanturn,"Volt Absorb,Illuminate,Water Absorb","The ranges shown on the right are for a level 100 Pokémon. Maximum values are based on a beneficial nature, 252 EVs, 31 IVs; minimum values are based on a hindering nature, 0 EVs, 0 IVs., learns the following moves in Pokémon Scarlet & Violet at the levels specified., learns the following moves when it evolves in Pokémon Scarlet & Violet (regardless of level)., does not learn any moves by breeding in Pokémon Scarlet & Violet., learns the following moves in Pokémon Brilliant Diamond & Shining Pearl at the levels specified., learns the following moves when it evolves in Pokémon Brilliant Diamond & Shining Pearl (regardless of level)., learns the following moves via breeding in Pokémon Brilliant Diamond & Shining Pearl. Details and compatible parents can be found on the , page."
Chinchou,"Volt Absorb,Illuminate,Water Absorb","The ranges shown on the right are for a level 100 Pokémon. Maximum values are based on a beneficial nature, 252 EVs, 31 IVs; minimum values are based on a hindering nature, 0 EVs, 0 IVs., learns the following moves in Pokémon Scarlet & Violet at the levels specified., learns the following moves via breeding or picnics in Pokémon Scarlet & Violet. Details and compatible parents can be found on the , page., learns the following moves in Pokémon Brilliant Diamond & Shining Pearl at the levels specified., learns the following moves via breeding in Pokémon Brilliant Diamond & Shining Pearl. Details and compatible parents can be found on the , page."
Crobat,"Inner Focus,Infiltrator","The ranges shown on the right are for a level 100 Pokémon. Maximum values are based on a beneficial nature, 252 EVs, 31 IVs; minimum values are based on a hindering nature, 0 EVs, 0 IVs., learns the following moves in Pokémon Brilliant Diamond & Shining Pearl at the levels specified., learns the following moves when it evolves in Pokémon Brilliant Diamond & Shining Pearl (regardless of level)., learns the following moves via breeding in Pokémon Brilliant Diamond & Shining Pearl. Details and compatible parents can be found on the , page., learns the following moves in Pokémon Legends: Arceus at the levels specified."
Ariados,"Swarm,Insomnia,Sniper","The ranges shown on the right are for a level 100 Pokémon. Maximum values are based on a beneficial nature, 252 EVs, 31 IVs; minimum values are based on a hindering nature, 0 EVs, 0 IVs., learns the following moves in Pokémon Scarlet & Violet at the levels specified., learns the following moves when it evolves in Pokémon Scarlet & Violet (regardless of level)., does not learn any moves by breeding in Pokémon Scarlet & Violet., learns the following moves in Pokémon Brilliant Diamond & Shining Pearl at the levels specified., learns the following moves when it evolves in Pokémon Brilliant Diamond & Shining Pearl (regardless of level)., learns the following moves via breeding in Pokémon Brilliant Diamond & Shining Pearl. Details and compatible parents can be found on the , page."
Spinarak,"Swarm,Insomnia,Sniper","The ranges shown on the right are for a level 100 Pokémon. Maximum values are based on a beneficial nature, 252 EVs, 31 IVs; minimum values are based on a hindering nature, 0 EVs, 0 IVs., learns the following moves in Pokémon Scarlet & Violet at the levels specified., learns the following moves via breeding or picnics in Pokémon Scarlet & Violet. Details and compatible parents can be found on the , page., learns the following moves in Pokémon Brilliant Diamond & Shining Pearl at the levels specified., learns the following moves via breeding in Pokémon Brilliant Diamond & Shining Pearl. Details and compatible parents can be found on the , page."
Ledian,"Swarm,Early Bird,Iron Fist","The ranges shown on the right are for a level 100 Pokémon. Maximum values are based on a beneficial nature, 252 EVs, 31 IVs; minimum values are based on a hindering nature, 0 EVs, 0 IVs., learns the following moves in Pokémon Brilliant Diamond & Shining Pearl at the levels specified., learns the following moves via breeding in Pokémon Brilliant Diamond & Shining Pearl. Details and compatible parents can be found on the , page., learns the following moves in Pokémon Ultra Sun & Ultra Moon at the levels specified., learns the following moves via breeding in Pokémon Ultra Sun & Ultra Moon. Details and compatible parents can be found on the , page., can be taught these attacks in Pokémon Ultra Sun & Ultra Moon from move tutors (,):"
Ledyba,"Swarm,Early Bird,Rattled","The ranges shown on the right are for a level 100 Pokémon. Maximum values are based on a beneficial nature, 252 EVs, 31 IVs; minimum values are based on a hindering nature, 0 EVs, 0 IVs., learns the following moves in Pokémon Brilliant Diamond & Shining Pearl at the levels specified., learns the following moves via breeding in Pokémon Brilliant Diamond & Shining Pearl. Details and compatible parents can be found on the , page., learns the following moves in Pokémon Ultra Sun & Ultra Moon at the levels specified., learns the following moves via breeding in Pokémon Ultra Sun & Ultra Moon. Details and compatible parents can be found on the , page., can be taught these attacks in Pokémon Ultra Sun & Ultra Moon from move tutors (,):"
Noctowl,"Insomnia,Keen Eye,Tinted Lens","The ranges shown on the right are for a level 100 Pokémon. Maximum values are based on a beneficial nature, 252 EVs, 31 IVs; minimum values are based on a hindering nature, 0 EVs, 0 IVs., learns the following moves in Pokémon Scarlet & Violet at the levels specified., does not learn any moves by breeding in Pokémon Scarlet & Violet., learns the following moves in Pokémon Brilliant Diamond & Shining Pearl at the levels specified., learns the following moves via breeding in Pokémon Brilliant Diamond & Shining Pearl. Details and compatible parents can be found on the , page."
Hoothoot,"Insomnia,Keen Eye,Tinted Lens","The ranges shown on the right are for a level 100 Pokémon. Maximum values are based on a beneficial nature, 252 EVs, 31 IVs; minimum values are based on a hindering nature, 0 EVs, 0 IVs., learns the following moves in Pokémon Scarlet & Violet at the levels specified., learns the following moves via breeding or picnics in Pokémon Scarlet & Violet. Details and compatible parents can be found on the , page., learns the following moves in Pokémon Brilliant Diamond & Shining Pearl at the levels specified., learns the following moves via breeding in Pokémon Brilliant Diamond & Shining Pearl. Details and compatible parents can be found on the , page."
Furret,"Run Away,Keen Eye,Frisk","The ranges shown on the right are for a level 100 Pokémon. Maximum values are based on a beneficial nature, 252 EVs, 31 IVs; minimum values are based on a hindering nature, 0 EVs, 0 IVs., learns the following moves in Pokémon Scarlet & Violet at the levels specified., learns the following moves when it evolves in Pokémon Scarlet & Violet (regardless of level)., does not learn any moves by breeding in Pokémon Scarlet & Violet., learns the following moves in Pokémon Brilliant Diamond & Shining Pearl at the levels specified., learns the following moves when it evolves in Pokémon Brilliant Diamond & Shining Pearl (regardless of level)., learns the following moves via breeding in Pokémon Brilliant Diamond & Shining Pearl. Details and compatible parents can be found on the , page."
